"date","mmwr_week","location","distributed","distributed_janssen","distributed_moderna","distributed_pfizer","distributed_unk_manuf","dist_per_100k","distributed_per_100k_12plus","distributed_per_100k_18plus","distributed_per_100k_65plus","administered","administered_12plus","administered_18plus","administered_65plus","administered_janssen","administered_moderna","administered_pfizer","administered_unk_manuf","admin_per_100k","admin_per_100k_12plus","admin_per_100k_18plus","admin_per_100k_65plus","recip_administered","administered_dose1_recip","administered_dose1_pop_pct","administered_dose1_recip_1","administered_dose1_recip_2","administered_dose1_recip_3","administered_dose1_recip_4","administered_dose1_recip_5","administered_dose1_recip_6","series_complete_yes","series_complete_pop_pct","series_complete_12plus","series_complete_12pluspop","series_complete_18plus","series_complete_18pluspop","series_complete_65plus","series_complete_65pluspop","series_complete_janssen","series_complete_moderna","series_complete_pfizer","series_complete_unk_manuf","series_complete_janssen_12plus","series_complete_moderna_12plus","series_complete_pfizer_12plus","series_complete_unk_manuf_1","series_complete_janssen_18plus","series_complete_moderna_18plus","series_complete_pfizer_18plus","series_complete_unk_manuf_2","series_complete_janssen_65plus","series_complete_moderna_65plus","series_complete_pfizer_65plus","series_complete_unk_manuf_3","additional_doses","additional_doses_vax_pct","additional_doses_18plus","additional_doses_18plus_vax_pct","additional_doses_50plus","additional_doses_50plus_vax_pct","additional_doses_65plus","additional_doses_65plus_vax_pct","additional_doses_moderna","additional_doses_pfizer","additional_doses_janssen","additional_doses_unk_manuf"
"2021-11-02T00:00:00.000","44","RI","1858785","79800","730140","1048545","300","175463","200410","217436","993758","1579259","1579123","1476583","422328","55829","587961","934490","979","149077","170258","172727","225788","1620946","829938","78.3","829795","89.5","773908","90.5","196116","99.9","752193","71","752141","81.1","702356","82.2","179282","95.8","54952","270556","426450","235","54951","270551","426405","234","54930","270463","376730","233","6341","80984","91873","84","86563","11.5","86429","12.3","73850","19.7","56071","31.3","24321","61734","506","2"
"2021-11-02T00:00:00.000","44","CT","6225545","295700","2468040","3461205","600","174616","200440","219376","987799","5453446","5451635","5054009","1447453","212821","1982114","3257092","1419","152960","175522","178093","229665","5461433","2827913","79.3","2826531","91","2616011","92.2","666248","99.9","2524461","70.8","2523956","81.3","2341231","82.5","588767","93.4","210905","895100","1418029","427","210824","894869","1417840","423","210727","894679","1235502","323","20866","231647","336163","91","281291","11.1","281077","12","247953","19.7","194798","33.1","75702","204154","1211","224"
"2021-11-02T00:00:00.000","44","DD2","5590340","200600","1926360","3463380","0","0","0","0","0","6241872","6241607","5928820","476447","271843","2152633","3800010","17386","0","0","0","0","6241872","3396165","0","3395966","0","3226529","0","271349","0","2645541","0","2645466","0","2510377","0","161983","0","238253","858558","1548649","81","238231","858541","1548613","81","238067","858396","1413833","81","7614","55941","98428","0","568","0","566","0","20","0","9","0","149","409","10","0"
"2021-11-02T00:00:00.000","44","AS","71820","600","20700","50520","0","128966","151019","165579","761128","65780","65761","54440","5499","546","18015","47218","1","118120","138278","125510","58277","66057","35239","63.3","35227","74.1","29209","67.3","2908","30.8","30977","55.6","30970","65.1","25703","59.3","2653","28.1","555","8332","22090","0","555","8331","22084","0","554","8316","16833","0","25","1122","1506","0","143","0.5","139","0.5","81","0.9","34","1.3","40","103","0","0"
"2021-11-02T00:00:00.000","44","LA","6253320","275100","2646600","3321420","10200","134515","159389","175598","843878","4888184","4887798","4628724","1431370","165953","1996099","2723732","2400","105150","124583","129978","193162","4834682","2506999","53.9","2506697","63.9","2362875","66.4","652771","88.1","2219226","47.7","2219107","56.6","2103697","59.1","619452","83.6","158358","894426","1165488","954","158334","894404","1165415","954","158195","893940","1050616","946","21491","293861","303902","198","243469","11","243121","11.6","206643","17","154559","25","59363","183237","858","11"
"2021-11-02T00:00:00.000","44","IH2","2239795","91700","1067540","1080255","300","107537","0","0","0","1736229","1735588","1590091","316970","34003","842911","859184","131","83360","0","0","0","1736229","930901","44.7","930470","0","850449","0","160688","0","771552","37","771366","0","706108","0","133045","0","33782","369412","368352","6","33761","369337","368262","6","33724","369105","303273","6","3181","74633","55230","1","58952","7.6","58816","8.3","42589","12.3","23309","17.5","13141","45617","90","104"
"2021-11-02T00:00:00.000","44","MD","11010650","508000","4105540","6389910","7200","182124","213265","233722","1147670","8596264","8595598","7952665","2037076","309476","3126981","5147414","12393","142189","166488","168811","212329","8659289","4422034","73.1","4421365","85.6","4081779","86.6","948704","98.9","4006398","66.3","4006173","77.6","3707474","78.7","880682","91.8","300686","1413531","2288908","3273","300649","1413493","2288761","3270","300475","1413044","1990820","3135","53265","415643","410909","865","438625","10.9","437995","11.8","354586","18.7","256059","29.1","132173","302467","3899","86"
"2021-11-02T00:00:00.000","44","VA","14128215","652100","5267560","8196255","12300","165523","193353","211669","1039680","11864489","11832982","10985438","2844086","418285","4214344","7224819","7041","139001","161941","164584","209292","11855283","6085708","71.3","6067311","83","5624997","84.3","1331838","98","5395756","63.2","5383665","73.7","4990912","74.8","1190565","87.6","404505","1868555","3120003","2693","404410","1868385","3108185","2685","402968","1863006","2722416","2522","68870","557176","563678","841","616104","11.4","615313","12.3","497473","19.6","358351","30.1","188018","422799","5006","281"
"2021-11-02T00:00:00.000","44","IA","4727195","238700","1856100","2625495","6900","149829","176633","194677","854898","3771944","3771881","3545470","1175269","151621","1482379","2137546","398","119552","140937","146011","212544","3769265","1886092","59.8","1886003","70.5","1767232","72.8","521904","94.4","1756210","55.7","1756184","65.6","1650403","68","496741","89.8","148255","676939","930770","246","148253","676934","930751","246","148174","676746","825238","245","13677","260590","222365","109","249927","14.2","249705","15.1","212127","22.6","164134","33","80547","168142","1237","1"
"2021-11-02T00:00:00.000","44","CO","9053475","414300","3518400","5118375","2400","157213","183415","201223","1074710","7793522","7773264","7249926","1808738","285252","3012751","4489683","5836","135334","157479","161138","214709","7765606","3903676","67.8","3891749","78.8","3616198","80.4","791452","94","3555061","61.7","3546904","71.9","3300283","73.4","728280","86.5","277925","1335559","1939916","1661","277898","1335538","1931808","1660","276721","1331887","1690071","1604","24885","347706","355093","596","485013","13.6","484305","14.7","372832","24.2","274159","37.6","152465","329039","3432","77"
"2021-11-02T00:00:00.000","44","RP","33090","3800","22900","6390","0","184788","216388","237255","1090640","31686","31686","29052","3657","2333","24700","4653","0","176948","207206","208303","120534","31958","17976","99.9","17976","99.9","16625","99.9","1788","58.9","15695","87.6","15695","99.9","14407","99.9","1713","56.5","2338","11619","1738","0","2338","11619","1738","0","2338","11619","450","0","227","1467","19","0","615","3.9","615","4.3","577","10.4","435","25.4","610","5","0","0"
"2021-11-02T00:00:00.000","44","AZ","10846160","515300","4349100","5980560","1200","149012","174767","192360","828816","8854031","8852850","8257602","2631912","302835","3506787","5028017","16392","121643","142648","146451","201119","8703140","4466132","61.4","4465116","71.9","4147754","73.6","1192485","91.1","3873343","53.2","3872947","62.4","3609217","64","1050512","80.3","291947","1491901","2084724","4771","291707","1491876","2084594","4770","291525","1491294","1821685","4713","46783","508516","492641","2572","390466","10.1","389587","10.8","326178","16.6","250495","23.8","93211","295571","1522","162"
"2021-11-02T00:00:00.000","44","PA","21343675","1250400","8588500","11498175","6600","166722","192606","209923","891786","17714957","17709517","16680902","5378640","682145","6870400","10161247","1165","138377","159811","164063","224732","17725154","10023908","78.3","10020109","90.4","9443644","92.9","2933951","99.9","7762882","60.6","7761202","70","7319923","72","2174302","90.8","681860","2908499","4171971","552","681791","2908356","4170503","552","681370","2905990","3732051","512","89759","1019626","1064665","252","514939","6.6","514178","7","426839","10.1","314039","14.4","143543","368791","2588","17"
"2021-11-02T00:00:00.000","44","OK","5437180","275100","2340460","2821020","600","137408","163513","180954","856071","4515047","4514761","4240719","1269586","126544","1827015","2560559","929","114104","135773","141135","199893","4468419","2359939","59.6","2359689","71","2210692","73.6","616149","97","1984181","50.1","1984109","59.7","1860853","61.9","522442","82.3","124862","784323","1074850","146","124847","784305","1074811","146","124772","784065","951886","130","19463","264675","238267","37","224857","11.3","224624","12.1","188656","18.5","141578","27.1","74104","149788","954","11"
"2021-11-02T00:00:00.000","44","ID","2502170","132900","987080","1380690","1500","140016","0","186888","860828","1734163","0","1732910","570755","69896","689718","972140","2409","97040","0","129431","196358","1743854","879327","49.2","0","0","876812","65.5","258880","89.1","785938","44","0","0","784239","58.6","240742","82.8","69177","302812","413357","592","0","0","0","0","69155","302789","411709","586","11354","110561","118574","253","113433","14.4","113431","14.5","95319","21.6","72904","30.3","30931","81874","597","31"
"2021-11-02T00:00:00.000","44","NV","4397970","220100","1574500","2602170","1200","142784","167746","184207","886738","3666863","3666805","3438183","935051","158821","1275055","2232543","444","119048","139858","144007","188529","3635265","1957385","63.5","1957283","74.7","1829329","76.6","453454","91.4","1635320","53.1","1635280","62.4","1537798","64.4","392549","79.1","155847","563847","915587","39","155843","563843","915555","39","155803","563747","818210","38","24463","182445","185619","22","149167","9.1","149055","9.7","125658","15.8","95458","24.3","39704","108713","750","0"
"2021-11-02T00:00:00.000","44","VA2","6835900","559700","3192860","3083340","0","0","0","0","0","6047883","6047714","6044828","3196939","221062","2991435","2834992","394","0","0","0","0","6047883","3098134","0","3098034","0","3096413","0","1557674","0","2862951","0","2862877","0","2861591","0","1470400","0","219734","1406400","1236803","14","219727","1406378","1236758","14","219694","1406340","1235543","14","72544","803491","594363","2","298881","10.4","298876","10.4","288963","12.8","238177","16.2","72276","226014","569","22"
"2021-11-02T00:00:00.000","44","VT","1172960","64900","492040","615420","600","187978","212898","229999","938075","990301","989874","927832","309718","45716","382520","561220","845","158705","179667","181934","247697","976906","498980","80","498557","90.5","465516","91.3","133371","99.9","445308","71.4","445267","80.8","415813","81.5","121851","97.5","43655","166026","235370","257","43639","166018","235354","256","43581","165980","206013","239","2380","58642","60677","152","72325","16.2","72257","17.4","61139","25.7","47029","38.6","17653","54062","602","8"
"2021-11-02T00:00:00.000","44","FL","35618895","1968800","13810600","19834395","5100","165841","190516","206513","792000","28703559","28694345","27137868","9619634","1251346","10631516","16716033","104664","133643","153478","157341","213896","28432578","14867001","69.2","14858765","79.5","14018049","81.3","4444880","98.8","12850223","59.8","12848426","68.7","12156124","70.5","3884151","86.4","1229434","4523287","7066535","30967","1228630","4522566","7066267","30963","1227871","4521541","6375969","30743","201779","1872360","1791484","18528","1364844","10.6","1363215","11.2","1216197","17","964776","24.8","483441","871547","7730","2126"
"2021-11-02T00:00:00.000","44","NJ","15284435","759700","5842840","8668395","13500","172080","200626","220122","1035860","12391439","12390513","11503010","2953045","460668","4697494","7232758","519","139509","162640","165663","200134","12754743","6683475","75.2","6682596","87.7","6203019","89.3","1462209","99.1","5904254","66.5","5904035","77.5","5486145","79","1296661","87.9","462592","2148232","3293224","206","462529","2148197","3293103","206","462305","2147628","2876021","191","86805","603422","606374","60","585094","9.9","584252","10.6","482174","17","335111","25.8","185606","394192","5292","4"
"2021-11-02T00:00:00.000","44","UT","4448630","205100","1631520","2607210","4800","138761","171612","195564","1215900","3709478","3708479","3361216","746068","152043","1327946","2229043","446","115706","143060","147760","203915","3676900","1962549","61.2","1961859","75.7","1776623","78.1","353268","96.6","1720598","53.7","1720261","66.4","1562603","68.7","315371","86.2","149537","600451","970578","32","149502","600417","970310","32","149362","600064","813150","27","15785","133657","165926","3","126791","7.4","126405","8.1","102085","15.5","80556","25.5","12171","114340","175","105"
"2021-11-02T00:00:00.000","44","NY","32385925","1547000","12132500","18705825","600","166478","193081","209954","982539","27714684","27712013","25942476","6373157","1181656","10108322","16413987","10719","142466","165216","168182","193352","27686344","14490358","74.5","14488463","86.4","13545362","87.8","3138608","95.2","12997106","66.8","12996283","77.5","12167550","78.9","2820666","85.6","1122255","4608756","7263331","2764","1122111","4608573","7262849","2750","1121446","4606795","6436727","2582","175367","1331794","1312337","1168","803945","6.2","802914","6.6","670102","11","479922","17","199114","600290","4520","21"
"2021-11-02T00:00:00.000","44","IN","9161020","501100","3435960","5223660","300","136077","160578","177393","843756","7269788","7269290","6847684","2179977","264809","2631838","4347654","25487","107985","127419","132598","200782","7247994","3624937","53.8","3624532","63.5","3402174","65.9","959030","88.3","3359829","49.9","3359668","58.9","3166719","61.3","920115","84.7","258688","1194943","1898688","7510","258667","1194928","1898563","7510","258431","1194642","1706219","7427","29360","450822","436262","3671","393963","11.7","393446","12.4","339762","18.9","263495","28.6","96133","294915","2671","244"
"2021-11-02T00:00:00.000","44","MT","1503175","90800","634160","777915","300","140644","163816","178909","728152","1202088","1201874","1137069","401253","50090","499467","651354","1177","112473","130980","135335","194371","1199886","609686","57","609533","66.4","574597","68.4","185032","89.6","540802","50.6","540751","58.9","511629","60.9","169925","82.3","48321","220537","271620","324","48315","220518","271594","324","48276","220426","242608","319","9403","81396","78955","171","81854","15.1","81741","16","68265","22.6","52111","30.7","22673","58519","586","76"
"2021-11-02T00:00:00.000","44","DC","1327575","61700","509740","755235","900","188109","217723","229851","1519960","1077901","1077803","1036222","208599","31821","394259","651364","457","152731","176760","179407","238827","983701","529604","75","529483","86.8","503454","87.2","86714","99.3","442058","62.6","442004","72.5","423256","73.3","75166","86.1","35598","158942","247225","293","35595","158935","247184","290","35577","158874","228531","274","2570","40152","32391","53","35595","8.1","35542","8.4","24228","14.6","17208","22.9","10694","24774","123","4"
"2021-11-02T00:00:00.000","44","IL","19572265","993600","7310740","11254125","13800","154455","180593","198624","957907","16307219","16265857","15126314","4068042","567133","5841700","9879069","19317","128689","150084","153505","199098","16492424","8333463","65.8","8309218","76.7","7708500","78.2","1887489","92.4","7668029","60.5","7651346","70.6","7106942","72.1","1753366","85.8","565013","2669918","4426757","6341","564952","2669802","4410252","6340","562476","2662276","3875983","6207","78362","783439","888594","2971","859838","11.2","858770","12.1","684143","18.7","498759","28.4","234382","621031","4097","328"
"2021-11-02T00:00:00.000","44","OR","7398905","404800","2921620","4069785","2700","175424","202834","220785","965814","5676808","5662636","5307089","1537771","233971","2080140","3357801","4896","134594","155236","158365","200732","5675298","2890305","68.5","2882162","79","2695163","80.4","714090","93.2","2655832","63","2650029","72.6","2483022","74.1","671096","87.6","227530","948660","1478464","1178","227527","948656","1472672","1174","226724","945828","1309368","1102","50584","302845","317153","514","323085","12.2","322764","13","257419","20.2","199085","29.7","79172","241355","2410","148"
"2021-11-02T00:00:00.000","44","BP2","271050","14400","115080","141570","0","0","0","0","0","241352","241350","241350","7199","12189","98202","130931","30","0","0","0","0","241352","127626","0","127624","0","127624","0","3580","0","121354","0","121353","0","121353","0","3523","0","12149","46196","63009","0","12148","46196","63009","0","12148","46196","63009","0","175","1690","1658","0","4085","3.4","4085","3.4","1452","5.2","261","7.4","1718","2333","14","20"
"2021-11-02T00:00:00.000","44","MP","87480","3000","21180","63300","0","153792","180089","197454","907657","73354","73354","64494","6633","859","9861","62634","0","128958","151009","145572","68821","73436","36530","64.2","36530","75.2","31948","72.1","2964","30.8","34904","61.4","34904","71.9","30622","69.1","2906","30.2","861","4668","29375","0","861","4668","29375","0","861","4667","25094","0","92","470","2344","0","2824","8.1","2822","9.2","1976","15.8","863","29.7","253","2570","1","0"
"2021-11-02T00:00:00.000","44","TN","9423810","435600","3658020","5329890","300","137993","161489","177168","824197","7513124","7512222","7141323","2261460","218395","2840734","4419635","34360","110015","128732","134258","197785","7365903","3733168","54.7","3732410","64","3530572","66.4","999714","87.4","3263643","47.8","3263456","55.9","3101586","58.3","916029","80.1","208561","1203480","1842992","8610","208515","1203460","1842873","8608","208297","1202981","1681775","8533","33526","452991","424821","4691","435369","13.3","434570","14","360849","20.3","269090","29.4","130804","300869","2577","1119"
"2021-11-02T00:00:00.000","44","WV","3189905","136100","1272180","1773825","7800","177993","204765","222669","869158","1591258","1590295","1517214","569994","42258","705870","842712","418","88791","102084","105908","155307","1618159","878560","49","877926","56.4","834729","58.3","296476","80.8","735624","41","735321","47.2","703871","49.1","263378","71.8","44346","319600","371417","261","44332","319511","371217","261","44278","319297","340059","237","6855","133951","122464","108","45484","6.2","45438","6.5","37074","8.2","26086","9.9","9811","35585","77","11"
"2021-11-02T00:00:00.000","44","KS","4294555","216100","1741680","2326875","9900","147411","175167","194055","903191","3361815","3361636","3132263","968816","112242","1296242","1951682","1649","115395","137115","141535","203752","3462914","1826187","62.7","1826016","74.5","1700511","76.8","489215","99.9","1552942","53.3","1552906","63.3","1447906","65.4","410010","86.2","109900","586838","855696","508","109892","586830","855676","508","109796","586499","751165","446","17415","195486","196884","225","164139","10.6","163870","11.3","136132","17.3","104214","25.4","44972","118331","783","53"
"2021-11-02T00:00:00.000","44","NE","2849060","130600","1067320","1649940","1200","147283","176150","195364","911822","2356925","2356540","2197849","669327","81430","854972","1415514","5009","121842","145699","150710","214213","2364896","1182549","61.1","1182258","73.1","1098683","75.3","293332","93.9","1089739","56.3","1089645","67.4","1015100","69.6","278222","89","80847","391463","616091","1338","80829","391439","616041","1336","80773","391306","541739","1282","6569","135155","135667","831","139416","12.8","139239","13.7","112544","20.9","86687","31.2","29714","109105","533","64"
"2021-11-02T00:00:00.000","44","HI","2621960","107100","963380","1510980","40500","185183","216492","234942","976711","1984684","1980069","1857990","552602","52325","634466","1203866","94027","140174","163492","166486","205851","2007179","1117962","79","1114138","92","1039933","93.2","285773","99.9","847386","59.8","845866","69.8","796739","71.4","234877","87.5","52951","272559","503737","18139","52915","272509","502314","18128","52786","271951","453880","18122","10129","96684","126647","1417","77327","9.1","77204","9.7","61207","14","45052","19.2","11100","66007","219","1"
"2021-11-02T00:00:00.000","44","ME","2394280","132500","982880","1278000","900","178118","202060","218582","839318","1991085","1990956","1874991","631794","122864","788571","1078031","1619","148123","168022","171174","221476","1999838","1035003","77","1034885","87.3","974675","89","297153","99.9","950619","70.7","950583","80.2","896047","81.8","271249","95.1","120515","358231","471508","365","120495","358224","471499","365","120441","358169","417107","330","23204","123310","124575","160","117314","12.3","117231","13.1","103246","19.6","81121","29.9","31754","84620","807","133"
"2021-11-02T00:00:00.000","44","SD","1352915","73900","561700","716715","600","152931","183297","202666","890832","1037671","1037614","972434","314915","33412","404040","600092","127","117296","140579","145670","207357","1043986","551850","62.4","551793","74.8","515018","77.1","156407","99.9","466877","52.8","466862","63.3","438894","65.7","134073","88.3","33303","181562","251989","23","33301","181560","251978","23","33278","181500","224093","23","4508","67280","62270","15","56217","12","56184","12.8","47526","19","36053","26.9","13957","42014","245","1"
"2021-11-02T00:00:00.000","44","PR","5058370","202100","2118860","2737410","0","158386","177593","192997","744254","5039450","5037782","4649457","1272751","136070","1971736","2931199","445","157794","176870","177395","187264","5068885","2627390","82.3","2626081","92.2","2417835","92.2","638021","93.9","2350817","73.6","2350409","82.5","2168578","82.7","570355","83.9","134681","898327","1317741","68","134630","898262","1317449","68","134510","897917","1136092","59","22936","280759","266646","14","179783","7.6","179412","8.3","133459","11.9","84890","14.9","36528","142711","540","4"
"2021-11-02T00:00:00.000","44","WI","8433945","385100","3261940","4786605","300","144853","168686","185124","829098","7403989","7403469","6959693","2238081","284747","2784779","4333227","1236","127163","148076","152764","220014","7373322","3656205","62.8","3655643","73.1","3421693","75.1","982102","96.5","3399918","58.4","3399719","68","3194039","70.1","934403","91.9","275482","1261085","1862899","452","275464","1261068","1862735","452","275284","1260764","1657558","433","28819","449162","456227","195","473225","13.9","472766","14.8","384687","21.2","290108","31","98813","372741","1647","24"
"2021-11-01T00:00:00.000","44","NY","32213095","1543400","12120740","18548955","0","165590","192051","208833","977296","27675569","27672902","25904827","6358360","1179846","10090429","16394605","10689","142265","164983","167938","192903","27646184","14477407","74.4","14475515","86.3","13533066","87.7","3135191","95.1","12987792","66.8","12986969","77.4","12159012","78.8","2819585","85.5","1120905","4606358","7257777","2752","1120761","4606175","7257295","2738","1120096","4604398","6431946","2572","175256","1331274","1311891","1164","785287","6","784264","6.5","654778","10.8","469195","16.6","187754","593410","4102","21"
"2021-11-01T00:00:00.000","44","IN","9121710","499600","3427700","5194410","0","135493","159889","176632","840135","7262261","7261763","6840402","2177065","264666","2628088","4344028","25479","107873","127287","132457","200514","7240410","3623275","53.8","3622870","63.5","3400657","65.9","958753","88.3","3358967","49.9","3358806","58.9","3165956","61.3","920031","84.7","258605","1194680","1898173","7509","258584","1194665","1898048","7509","258349","1194379","1705802","7426","29352","450771","436237","3671","388905","11.6","388389","12.3","335796","18.6","260989","28.4","93196","292863","2603","243"
"2021-11-01T00:00:00.000","44","MN","8653890","419100","3269520","4965270","0","153448","181116","199560","940250","7259117","7239512","6743399","1997475","305352","2620563","4330263","2939","128716","151515","155504","217027","7277417","3680627","65.3","3669417","76.8","3412992","78.7","899182","97.7","3380551","59.9","3372428","70.6","3134578","72.3","845281","91.8","303396","1189897","1886385","873","303375","1189884","1878296","873","302863","1187773","1643111","831","48847","352273","443931","230","481072","14.2","480556","15.3","392164","23.4","300526","35.6","103765","374179","2796","332"
"2021-11-01T00:00:00.000","44","AR","4451610","213900","1944780","2292930","0","147512","174078","192074","849735","3262828","3257521","3045245","942013","102404","1385608","1771758","3058","108119","127384","131394","179814","3288654","1753015","58.1","1749153","68.4","1631292","70.4","464487","88.7","1450592","48.1","1449077","56.7","1354081","58.4","396811","75.7","101079","612750","735995","768","100960","612739","734612","766","100562","611646","641138","735","14583","222905","158897","426","159235","11","159012","11.7","129445","17","96701","24.4","47699","110550","608","378"
"2021-11-01T00:00:00.000","44","ID","2475920","132200","985260","1358460","0","138547","0","184927","851798","1730965","0","1729713","569410","69829","687908","970819","2409","96861","0","129193","195896","1740183","878438","49.2","0","0","875930","65.4","258607","89","785471","44","0","0","783776","58.5","240679","82.8","69127","302656","413096","592","0","0","0","0","69105","302633","411452","586","11350","110525","118551","253","111086","14.1","111084","14.2","93495","21.2","71679","29.8","29399","81097","559","31"
"2021-11-01T00:00:00.000","44","KS","4255715","215500","1718020","2322195","0","146078","173582","192300","895022","3356936","3356757","3127526","967132","112012","1294860","1948415","1649","115227","136916","141321","203398","3457991","1824861","62.6","1824690","74.4","1699239","76.8","488931","99.9","1552013","53.3","1551977","63.3","1447060","65.4","409882","86.2","109738","586715","855052","508","109730","586707","855032","508","109634","586376","750604","446","17407","195460","196790","225","161334","10.4","161066","11.1","133996","17","102936","25.1","44006","116562","713","53"
"2021-11-01T00:00:00.000","44","ME","2382790","132400","981480","1268910","0","177263","201090","217533","835290","1971186","1971058","1855364","620949","122185","777147","1070278","1576","146642","166343","169382","217674","1980203","1032015","76.8","1031898","87.1","971805","88.7","296005","99.9","948619","70.6","948583","80.1","894198","81.6","270686","94.9","120143","357636","470483","357","120123","357629","470474","357","120069","357574","416231","324","23171","122994","124365","156","102567","10.8","102487","11.5","90816","17.2","72305","26.7","22794","79156","488","129"
"2021-11-01T00:00:00.000","44","FM","89640","11500","74000","4140","0","86489","101278","111042","510449","75359","75344","74133","5867","11877","62226","1256","0","72710","85126","91833","33409","76014","45918","44.3","45904","51.9","45223","56","3565","20.3","40322","38.9","40313","45.5","39763","49.3","3290","18.7","11345","28289","687","1","11337","28288","687","1","11322","28284","156","1","1045","2238","7","0","52","0.1","50","0.1","14","0.1","3","0.1","38","5","9","0"
