,fips,county,state,vaccinated
2252,30089,Sanders County,MT,35.3
2253,26071,Iron County,MI,52.4
2254,48395,Robertson County,TX,39.5
2255,36009,Cattaraugus County,NY,49.5
2256,47175,Van Buren County,TN,51.9
2257,51093,Isle of Wight County,VA,45.4
2258,48147,Fannin County,TX,38.9
2259,55079,Milwaukee County,WI,56.0
2260,13309,Wheeler County,GA,10.7
2261,20163,Rooks County,KS,43.9
2262,35051,Sierra County,NM,60.1
2263,41003,Benton County,OR,68.5
2264,16019,Bonneville County,ID,42.0
2265,24025,Harford County,MD,63.0
2266,05027,Columbia County,AR,42.6
2267,55045,Green County,WI,57.8
2268,19163,Scott County,IA,53.4
2269,21053,Clinton County,KY,35.5
2270,31047,Dawson County,NE,41.8
2271,72001,Adjuntas Municipio,PR,67.3
2272,17189,Washington County,IL,48.5
2273,13069,Coffee County,GA,27.7
2275,28111,Perry County,MS,33.0
2276,51181,Surry County,VA,49.8
2277,13317,Wilkes County,GA,18.2
2278,21069,Fleming County,KY,46.6
2279,53073,Whatcom County,WA,64.6
2280,29189,St. Louis County,MO,55.8
2282,21231,Wayne County,KY,37.0
2283,72057,Guayama Municipio,PR,63.7
2284,17009,Brown County,IL,31.2
2285,22005,Ascension Parish,LA,45.1
2286,51119,Middlesex County,VA,57.8
2287,26081,Kent County,MI,55.7
2288,23007,Franklin County,ME,57.1
2289,39169,Wayne County,OH,40.6
2290,31115,Loup County,NE,26.5
2291,31121,Merrick County,NE,39.0
2292,39003,Allen County,OH,38.4
2293,51157,Rappahannock County,VA,49.2
2294,04025,Yavapai County,AZ,40.6
2295,06073,San Diego County,CA,51.7
2296,19127,Marshall County,IA,58.2
2297,27061,Itasca County,MN,49.5
2298,21205,Rowan County,KY,47.7
2299,48477,Washington County,TX,46.2
2300,37183,Wake County,NC,63.1
2301,40081,Lincoln County,OK,35.3
2302,13223,Paulding County,GA,20.2
2303,48307,McCulloch County,TX,34.4
2304,39079,Jackson County,OH,41.4
2305,42095,Northampton County,PA,59.9
2306,16011,Bingham County,ID,38.3
2307,72135,Toa Alta Municipio,PR,61.9
2308,21135,Lewis County,KY,34.0
2309,05051,Garland County,AR,40.9
2310,54047,McDowell County,WV,23.1
2312,37075,Graham County,NC,44.7
2313,39145,Scioto County,OH,43.8
2314,01051,Elmore County,AL,38.5
2315,48185,Grimes County,TX,46.0
2316,40147,Washington County,OK,37.9
2317,21225,Union County,KY,36.6
2318,29065,Dent County,MO,28.5
2319,48461,Upton County,TX,35.8
2320,38003,Barnes County,ND,51.9
2321,48187,Guadalupe County,TX,48.7
2322,06009,Calaveras County,CA,55.3
2323,21187,Owen County,KY,34.9
2324,26103,Marquette County,MI,59.5
2325,06085,Santa Clara County,CA,75.5
2326,36035,Fulton County,NY,48.7
2327,37053,Currituck County,NC,47.8
2328,17167,Sangamon County,IL,55.3
2329,08111,San Juan County,CO,87.0
2330,16085,Valley County,ID,52.9
2331,51043,Clarke County,VA,56.9
2332,04015,Mohave County,AZ,36.4
2333,32007,Elko County,NV,35.8
2334,45039,Fairfield County,SC,49.0
2335,28001,Adams County,MS,48.4
2336,35043,Sandoval County,NM,63.6
2337,39035,Cuyahoga County,OH,57.3
2338,38071,Ramsey County,ND,51.4
2339,35031,McKinley County,NM,71.8
2340,08117,Summit County,CO,76.1
2341,01077,Lauderdale County,AL,41.4
2342,42009,Bedford County,PA,34.5
2343,37191,Wayne County,NC,44.9
2344,01073,Jefferson County,AL,51.0
2345,26133,Osceola County,MI,38.7
2347,20053,Ellsworth County,KS,49.7
2348,48123,DeWitt County,TX,41.4
2349,18011,Boone County,IN,63.7
2350,21177,Muhlenberg County,KY,46.0
2351,53023,Garfield County,WA,35.2
2353,44003,Kent County,RI,70.6
2354,32015,Lander County,NV,34.5
2355,34039,Union County,NJ,61.5
2356,40035,Craig County,OK,46.8
2357,26075,Jackson County,MI,48.1
2358,40049,Garvin County,OK,42.2
2359,30081,Ravalli County,MT,44.4
2360,30067,Park County,MT,52.1
2361,55037,Florence County,WI,52.1
2362,17035,Cumberland County,IL,30.9
2363,16007,Bear Lake County,ID,39.0
2364,16017,Bonner County,ID,37.0
2365,29057,Dade County,MO,40.3
2366,18095,Madison County,IN,47.7
2367,18167,Vigo County,IN,45.9
2369,37127,Nash County,NC,51.1
2370,27131,Rice County,MN,56.4
2371,42099,Perry County,PA,46.6
2372,16037,Custer County,ID,40.7
2373,48491,Williamson County,TX,59.4
2374,28071,Lafayette County,MS,49.9
2375,48043,Brewster County,TX,50.4
2376,26125,Oakland County,MI,61.1
2377,17095,Knox County,IL,46.7
2378,25017,Middlesex County,MA,70.3
2379,54063,Monroe County,WV,29.8
2380,39023,Clark County,OH,46.4
2381,37081,Guilford County,NC,53.9
2382,22043,Grant Parish,LA,38.1
2384,31055,Douglas County,NE,57.9
2385,19145,Page County,IA,48.2
2386,21041,Carroll County,KY,44.9
2387,27059,Isanti County,MN,36.1
2388,55071,Manitowoc County,WI,54.5
2389,48465,Val Verde County,TX,57.1
2390,40113,Osage County,OK,30.4
2391,20137,Norton County,KS,48.4
2392,22029,Concordia Parish,LA,36.2
2393,46009,Bon Homme County,SD,50.7
2394,28163,Yazoo County,MS,43.7
2395,36085,Richmond County,NY,62.7
2396,51530,Buena Vista city,VA,36.8
2397,13033,Burke County,GA,41.3
2398,25001,Barnstable County,MA,5.3
2399,35033,Mora County,NM,58.4
2400,12039,Gadsden County,FL,52.7
2401,40109,Oklahoma County,OK,56.5
2402,37193,Wilkes County,NC,41.8
2403,49035,Salt Lake County,UT,58.8
2404,02170,Matanuska-Susitna Borough,AK,33.5
2405,22085,Sabine Parish,LA,33.5
2406,20087,Jefferson County,KS,48.7
2407,56033,Sheridan County,WY,45.1
2408,72093,Maricao Municipio,PR,61.6
2409,24017,Charles County,MD,58.7
2410,13101,Echols County,GA,14.9
2411,29031,Cape Girardeau County,MO,44.0
2412,48157,Fort Bend County,TX,62.9
2413,42123,Warren County,PA,44.0
2414,22019,Calcasieu Parish,LA,37.9
2415,41041,Lincoln County,OR,64.9
2416,17151,Pope County,IL,27.3
2417,08123,Weld County,CO,52.8
2418,26053,Gogebic County,MI,61.2
2419,20025,Clark County,KS,42.6
2420,24033,Prince George's County,MD,63.2
2421,37061,Duplin County,NC,37.2
2422,31069,Garden County,NE,41.8
2423,27013,Blue Earth County,MN,53.7
2424,40077,Latimer County,OK,30.8
2425,01011,Bullock County,AL,44.7
2426,42091,Montgomery County,PA,61.9
2427,37023,Burke County,NC,41.9
2428,18123,Perry County,IN,52.3
2429,48279,Lamb County,TX,37.3
2430,49047,Uintah County,UT,34.8
2431,05043,Drew County,AR,43.2
2432,49033,Rich County,UT,41.0
2433,45089,Williamsburg County,SC,51.0
2434,21043,Carter County,KY,42.3
2435,24510,Baltimore city,MD,56.7
2436,47007,Bledsoe County,TN,31.3
2437,19055,Delaware County,IA,49.1
2438,35023,Hidalgo County,NM,52.6
2439,51087,Henrico County,VA,51.8
2440,39111,Monroe County,OH,40.6
2441,21113,Jessamine County,KY,51.6
2443,21059,Daviess County,KY,51.0
2444,48119,Delta County,TX,32.0
2445,46019,Butte County,SD,34.6
2446,20181,Sherman County,KS,39.7
2447,08049,Grand County,CO,56.8
2448,30045,Judith Basin County,MT,35.1
2449,45061,Lee County,SC,36.9
2450,18019,Clark County,IN,55.1
2451,12131,Walton County,FL,42.3
2452,13233,Polk County,GA,15.2
2453,51097,King and Queen County,VA,46.2
2454,48169,Garza County,TX,47.1
2455,37155,Robeson County,NC,36.4
2456,45083,Spartanburg County,SC,39.0
2457,36107,Tioga County,NY,54.2
2458,48413,Schleicher County,TX,39.3
2459,47107,McMinn County,TN,35.4
2460,20061,Geary County,KS,58.2
2461,20157,Republic County,KS,47.3
2462,31061,Franklin County,NE,35.1
2463,55099,Price County,WI,56.5
2464,35015,Eddy County,NM,40.3
2465,21093,Hardin County,KY,57.8
2466,48055,Caldwell County,TX,47.6
2467,31005,Arthur County,NE,17.1
2468,54021,Gilmer County,WV,40.6
2469,55047,Green Lake County,WI,50.0
2470,17011,Bureau County,IL,46.1
2471,02070,Dillingham Census Area,AK,43.4
2472,01113,Russell County,AL,34.0
2473,06039,Madera County,CA,45.2
2474,21173,Montgomery County,KY,45.9
2475,40045,Ellis County,OK,32.0
2476,72021,Bayamon Municipio,PR,79.2
2477,36011,Cayuga County,NY,53.6
2478,53061,Snohomish County,WA,61.7
2479,36061,New York County,NY,73.6
2480,54027,Hampshire County,WV,22.8
2481,05007,Benton County,AR,46.2
2482,40001,Adair County,OK,29.3
2483,72017,Barceloneta Municipio,PR,65.2
2484,51091,Highland County,VA,55.0
2485,20037,Crawford County,KS,42.7
2486,40127,Pushmataha County,OK,32.0
2487,21199,Pulaski County,KY,44.1
2488,32023,Nye County,NV,41.2
2489,42131,Wyoming County,PA,56.3
2490,53027,Grays Harbor County,WA,52.8
2491,51540,Charlottesville city,VA,47.9
2492,50003,Bennington County,VT,37.9
2493,12065,Jefferson County,FL,54.6
2494,24037,St. Mary's County,MD,59.4
2495,30105,Valley County,MT,40.3
2496,55019,Clark County,WI,33.6
2497,21117,Kenton County,KY,62.9
2498,17089,Kane County,IL,52.4
2499,39093,Lorain County,OH,56.4
2500,28095,Monroe County,MS,45.8
2501,46025,Clark County,SD,45.5
2502,21101,Henderson County,KY,45.3
2503,46069,Hyde County,SD,49.0
2505,26019,Benzie County,MI,62.4
2506,20017,Chase County,KS,40.8
2507,31163,Sherman County,NE,36.5
2508,55077,Marquette County,WI,48.7
2509,56009,Converse County,WY,29.1
2510,37177,Tyrrell County,NC,44.3
2511,49015,Emery County,UT,38.7
2512,17077,Jackson County,IL,41.6
2513,15007,Kauai County,HI,0.0
2514,12085,Martin County,FL,57.9
2515,12119,Sumter County,FL,75.0
2516,20071,Greeley County,KS,47.3
2517,29011,Barton County,MO,30.7
2518,30063,Missoula County,MT,58.5
2519,18069,Huntington County,IN,46.5
2520,46083,Lincoln County,SD,50.2
2521,48053,Burnet County,TX,46.4
2522,48473,Waller County,TX,36.7
2523,46107,Potter County,SD,53.6
2524,26039,Crawford County,MI,47.6
2525,48419,Shelby County,TX,31.6
2526,47137,Pickett County,TN,40.0
2527,40011,Blaine County,OK,41.6
2528,18027,Daviess County,IN,30.1
2529,31019,Buffalo County,NE,36.1
2530,49049,Utah County,UT,46.0
2531,45019,Charleston County,SC,57.8
2532,39175,Wyandot County,OH,42.9
2533,20149,Pottawatomie County,KS,35.1
2535,18091,LaPorte County,IN,51.3
2536,26113,Missaukee County,MI,43.7
2538,42093,Montour County,PA,71.5
2539,46015,Brule County,SD,46.0
2540,21125,Laurel County,KY,37.8
2541,55039,Fond du Lac County,WI,49.9
2542,47013,Campbell County,TN,38.6
2543,21039,Carlisle County,KY,37.2
2544,48499,Wood County,TX,38.9
2545,29023,Butler County,MO,30.7
2546,55013,Burnett County,WI,51.4
2547,31067,Gage County,NE,38.5
2548,45065,McCormick County,SC,55.3
2549,48025,Bee County,TX,44.3
2550,13239,Quitman County,GA,12.0
2551,31075,Grant County,NE,17.5
2552,48479,Webb County,TX,71.5
2553,51840,Winchester city,VA,41.1
2554,13231,Pike County,GA,15.0
2555,39045,Fairfield County,OH,50.7
2556,51830,Williamsburg city,VA,38.8
2557,31065,Furnas County,NE,39.5
2558,26009,Antrim County,MI,54.0
2559,16031,Cassia County,ID,31.2
2560,55043,Grant County,WI,50.1
2561,17033,Crawford County,IL,42.9
2562,40089,McCurtain County,OK,31.6
2563,21001,Adair County,KY,35.5
2564,19111,Lee County,IA,46.1
2565,53065,Stevens County,WA,35.2
2566,18015,Carroll County,IN,31.3
2567,21181,Nicholas County,KY,48.5
2568,04007,Gila County,AZ,52.0
2569,54077,Preston County,WV,32.4
2570,54037,Jefferson County,WV,31.7
2571,21021,Boyle County,KY,55.6
2572,05033,Crawford County,AR,41.0
2573,01115,St. Clair County,AL,35.0
2574,13229,Pierce County,GA,24.7
2575,13003,Atkinson County,GA,17.4
2576,12057,Hillsborough County,FL,54.3
2577,18089,Lake County,IN,50.5
2578,28019,Choctaw County,MS,32.3
2579,45073,Oconee County,SC,41.2
2580,21097,Harrison County,KY,43.9
2581,26025,Calhoun County,MI,46.8
2582,40083,Logan County,OK,30.2
2583,01055,Etowah County,AL,36.6
2584,27109,Olmsted County,MN,66.7
2585,53025,Grant County,WA,49.8
2586,26157,Tuscola County,MI,42.4
2587,38033,Golden Valley County,ND,26.2
2588,13207,Monroe County,GA,12.5
2589,13135,Gwinnett County,GA,31.1
2590,53013,Columbia County,WA,42.8
2591,21061,Edmonson County,KY,34.3
2592,26163,Wayne County,MI,48.5
2593,27123,Ramsey County,MN,61.8
2594,40123,Pontotoc County,OK,46.1
2595,27009,Benton County,MN,35.4
2596,19143,Osceola County,IA,41.6
2597,48031,Blanco County,TX,48.1
2599,21111,Jefferson County,KY,60.8
2600,20147,Phillips County,KS,40.0
2601,26017,Bay County,MI,52.4
2602,48257,Kaufman County,TX,45.2
2603,37039,Cherokee County,NC,49.5
2604,37025,Cabarrus County,NC,48.6
2605,27041,Douglas County,MN,51.1
2606,36097,Schuyler County,NY,57.1
2607,13127,Glynn County,GA,45.1
2608,39147,Seneca County,OH,44.0
2609,36069,Ontario County,NY,61.7
2610,26135,Oscoda County,MI,39.1
2611,01125,Tuscaloosa County,AL,38.8
2612,46081,Lawrence County,SD,49.3
2613,12111,St. Lucie County,FL,52.2
2614,51099,King George County,VA,43.3
2615,51037,Charlotte County,VA,36.9
2616,16025,Camas County,ID,37.6
2617,47127,Moore County,TN,19.9
2618,31079,Hall County,NE,41.8
2619,16079,Shoshone County,ID,37.9
2620,42129,Westmoreland County,PA,53.8
2621,48297,Live Oak County,TX,38.0
2622,05055,Greene County,AR,38.7
2623,72053,Fajardo Municipio,PR,69.5
2624,55063,La Crosse County,WI,61.5
2625,42013,Blair County,PA,46.0
2626,36111,Ulster County,NY,64.9
2627,40135,Sequoyah County,OK,34.9
2628,31095,Jefferson County,NE,49.8
2629,51101,King William County,VA,47.5
2630,37171,Surry County,NC,46.0
2631,72095,Maunabo Municipio,PR,66.5
2632,29077,Greene County,MO,44.4
2633,34029,Ocean County,NJ,48.8
2634,49031,Piute County,UT,34.5
2635,55078,Menominee County,WI,69.6
2636,08121,Washington County,CO,27.1
2637,17173,Shelby County,IL,35.0
2638,01131,Wilcox County,AL,46.5
2639,09011,New London County,CT,71.1
2640,19153,Polk County,IA,59.5
2641,15001,Hawaii County,HI,0.0
2642,26047,Emmet County,MI,67.9
2643,13211,Morgan County,GA,23.3
2644,51033,Caroline County,VA,37.8
2645,19067,Floyd County,IA,48.6
2646,48463,Uvalde County,TX,47.8
2647,29141,Morgan County,MO,34.3
2648,53075,Whitman County,WA,41.4
2649,20185,Stafford County,KS,40.7
2650,35055,Taos County,NM,74.0
2651,38015,Burleigh County,ND,42.3
2652,48215,Hidalgo County,TX,61.6
2654,21005,Anderson County,KY,56.9
2655,21169,Metcalfe County,KY,35.9
2656,30087,Rosebud County,MT,73.0
2657,48077,Clay County,TX,40.0
2658,30007,Broadwater County,MT,29.1
2659,54019,Fayette County,WV,26.5
2660,53043,Lincoln County,WA,48.3
2661,29199,Scotland County,MO,23.8
2662,19089,Howard County,IA,47.2
2663,06087,Santa Cruz County,CA,69.5
2664,09003,Hartford County,CT,67.7
2665,39021,Champaign County,OH,40.3
2666,47057,Grainger County,TN,44.5
2667,41071,Yamhill County,OR,56.8
2668,40071,Kay County,OK,37.6
2669,19079,Hamilton County,IA,56.8
2670,28157,Wilkinson County,MS,57.6
2671,21157,Marshall County,KY,49.4
2672,05147,Woodruff County,AR,51.7
2673,20057,Ford County,KS,37.6
2674,35009,Curry County,NM,43.8
2675,05083,Logan County,AR,41.9
2676,48231,Hunt County,TX,37.5
2677,47167,Tipton County,TN,35.0
2678,05087,Madison County,AR,38.6
2679,06055,Napa County,CA,67.7
2680,40025,Cimarron County,OK,28.7
2681,18079,Jennings County,IN,36.7
2682,46063,Harding County,SD,16.9
2683,21119,Knott County,KY,43.7
2684,28045,Hancock County,MS,35.9
2686,16063,Lincoln County,ID,33.9
2687,08109,Saguache County,CO,31.9
2688,12007,Bradford County,FL,38.3
2689,13159,Jasper County,GA,16.4
2690,42035,Clinton County,PA,39.8
2691,18065,Henry County,IN,47.8
2692,47017,Carroll County,TN,42.7
2693,72071,Isabela Municipio,PR,65.9
2694,48067,Cass County,TX,31.6
2695,42073,Lawrence County,PA,49.6
2696,48399,Runnels County,TX,40.3
2697,13179,Liberty County,GA,41.6
2698,50013,Grand Isle County,VT,71.7
2699,12109,St. Johns County,FL,63.0
2700,21185,Oldham County,KY,54.9
2701,42083,McKean County,PA,35.6
2702,13063,Clayton County,GA,21.0
2703,31077,Greeley County,NE,36.9
2704,51570,Colonial Heights city,VA,36.0
2705,47169,Trousdale County,TN,32.4
2706,45001,Abbeville County,SC,36.2
2707,31057,Dundy County,NE,33.5
2708,51683,Manassas city,VA,46.6
2709,17145,Perry County,IL,36.8
2710,55109,St. Croix County,WI,43.9
2711,30053,Lincoln County,MT,31.5
2712,05125,Saline County,AR,44.0
2713,20013,Brown County,KS,53.7
2714,17197,Will County,IL,53.7
2715,27119,Polk County,MN,45.3
2716,01043,Cullman County,AL,34.8
2717,25015,Hampshire County,MA,59.0
2718,46071,Jackson County,SD,40.2
2719,39013,Belmont County,OH,41.7
2720,30073,Pondera County,MT,47.7
2721,01029,Cleburne County,AL,28.0
2722,05047,Franklin County,AR,44.5
2723,56017,Hot Springs County,WY,43.3
2724,37129,New Hanover County,NC,55.5
2725,31043,Dakota County,NE,56.3
2726,29131,Miller County,MO,30.1
2728,39037,Darke County,OH,35.2
2729,46041,Dewey County,SD,57.9
2730,48353,Nolan County,TX,38.6
2731,51077,Grayson County,VA,38.0
2732,72099,Moca Municipio,PR,69.9
2733,47011,Bradley County,TN,36.6
2734,26127,Oceana County,MI,49.7
2735,72029,Canovanas Municipio,PR,67.7
2736,56005,Campbell County,WY,25.4
2737,47077,Henderson County,TN,37.5
2738,08087,Morgan County,CO,41.0
2740,39119,Muskingum County,OH,43.6
2741,17023,Clark County,IL,38.1
2743,48349,Navarro County,TX,40.3
2744,42077,Lehigh County,PA,65.8
2745,31111,Lincoln County,NE,27.8
2746,31039,Cuming County,NE,47.2
2747,48291,Liberty County,TX,36.8
2748,31049,Deuel County,NE,30.4
2749,29115,Linn County,MO,42.0
2750,53011,Clark County,WA,57.5
2751,42033,Clearfield County,PA,46.1
2752,39167,Washington County,OH,48.6
2753,16005,Bannock County,ID,41.8
2754,02068,Denali Borough,AK,46.4
2755,42105,Potter County,PA,30.3
2756,72107,Orocovis Municipio,PR,72.3
2757,48303,Lubbock County,TX,43.5
2758,28029,Copiah County,MS,48.1
2759,26067,Ionia County,MI,42.8
2761,56027,Niobrara County,WY,26.2
2762,13247,Rockdale County,GA,18.6
2763,37131,Northampton County,NC,42.9
2764,35011,De Baca County,NM,45.4
2765,26153,Schoolcraft County,MI,52.1
2766,27001,Aitkin County,MN,54.2
2767,51147,Prince Edward County,VA,30.4
2768,54007,Braxton County,WV,12.2
2769,37063,Durham County,NC,61.6
2770,17101,Lawrence County,IL,30.1
2771,41011,Coos County,OR,52.4
2772,24045,Wicomico County,MD,49.9
2773,42065,Jefferson County,PA,45.3
2774,16023,Butte County,ID,39.3
2775,47089,Jefferson County,TN,44.9
2776,18017,Cass County,IN,41.0
2777,53037,Kittitas County,WA,48.9
2778,21149,McLean County,KY,46.4
2779,29121,Macon County,MO,36.8
2780,39117,Morrow County,OH,37.4
2781,48497,Wise County,TX,34.7
2782,22069,Natchitoches Parish,LA,38.3
2783,48489,Willacy County,TX,56.2
2784,48373,Polk County,TX,42.1
2785,02282,Yakutat City and Borough,AK,69.8
2786,21095,Harlan County,KY,41.6
2787,01007,Bibb County,AL,30.9
2788,13267,Tattnall County,GA,14.3
2789,22009,Avoyelles Parish,LA,40.9
2790,18005,Bartholomew County,IN,53.9
2791,38001,Adams County,ND,44.3
2792,24023,Garrett County,MD,44.4
2793,39161,Van Wert County,OH,38.8
2794,31161,Sheridan County,NE,28.5
2795,51590,Danville city,VA,33.4
2796,40079,Le Flore County,OK,34.8
2797,06077,San Joaquin County,CA,52.6
2798,48069,Castro County,TX,37.1
2799,48249,Jim Wells County,TX,49.2
2800,48401,Rusk County,TX,33.6
2801,48445,Terry County,TX,38.6
2802,12009,Brevard County,FL,57.6
2803,17031,Cook County,IL,56.6
2804,27093,Meeker County,MN,41.6
2805,06103,Tehama County,CA,35.8
2806,28037,Franklin County,MS,42.9
2807,08017,Cheyenne County,CO,29.7
2808,28141,Tishomingo County,MS,35.1
2809,05013,Calhoun County,AR,32.8
2810,16043,Fremont County,ID,36.8
2811,31011,Boone County,NE,45.9
2812,13035,Butts County,GA,14.1
2813,06045,Mendocino County,CA,59.8
2814,19101,Jefferson County,IA,44.1
2815,48071,Chambers County,TX,41.0
2816,22083,Richland Parish,LA,38.8
2817,27021,Cass County,MN,45.7
2818,29201,Scott County,MO,39.8
2819,21033,Caldwell County,KY,46.6
2820,72003,Aguada Municipio,PR,65.2
2821,72119,Rio Grande Municipio,PR,62.9
2822,26111,Midland County,MI,54.3
2823,30101,Toole County,MT,41.3
2824,27043,Faribault County,MN,50.9
2825,31015,Boyd County,NE,31.4
2826,45055,Kershaw County,SC,51.4
2827,29227,Worth County,MO,36.5
2828,48087,Collingsworth County,TX,28.7
2829,17133,Monroe County,IL,51.2
2830,27155,Traverse County,MN,55.3
2831,02016,Aleutians West Census Area,AK,55.7
2832,37069,Franklin County,NC,45.0
2833,55005,Barron County,WI,48.5
2834,01047,Dallas County,AL,38.4
2835,22127,Winn Parish,LA,40.4
2836,05011,Bradley County,AR,51.2
2837,13125,Glascock County,GA,14.2
2838,18109,Morgan County,IN,49.3
2839,27019,Carver County,MN,57.0
2840,46067,Hutchinson County,SD,49.3
2841,55075,Marinette County,WI,48.3
2842,22071,Orleans Parish,LA,61.8
2843,49027,Millard County,UT,37.3
2844,36023,Cortland County,NY,53.5
2845,55097,Portage County,WI,55.8
2846,30111,Yellowstone County,MT,46.2
2847,08043,Fremont County,CO,38.5
2848,47073,Hawkins County,TN,39.7
2849,24039,Somerset County,MD,44.9
2850,45069,Marlboro County,SC,38.3
2851,48135,Ector County,TX,38.2
2852,39143,Sandusky County,OH,47.8
2853,36049,Lewis County,NY,46.8
2854,41069,Wheeler County,OR,52.1
2855,20105,Lincoln County,KS,40.3
2856,12053,Hernando County,FL,49.2
2857,20075,Hamilton County,KS,34.4
2858,54109,Wyoming County,WV,36.3
2859,51800,Suffolk city,VA,45.6
2860,54017,Doddridge County,WV,4.3
2861,22025,Catahoula Parish,LA,36.1
2862,22105,Tangipahoa Parish,LA,41.2
2863,12029,Dixie County,FL,31.0
2864,47035,Cumberland County,TN,42.8
2865,13279,Toombs County,GA,21.0
2866,29033,Carroll County,MO,45.0
2867,13245,Richmond County,GA,34.2
2868,48487,Wilbarger County,TX,47.0
2869,24003,Anne Arundel County,MD,68.6
2870,06071,San Bernardino County,CA,49.1
2871,38097,Traill County,ND,45.1
2872,49023,Juab County,UT,31.3
2873,48289,Leon County,TX,32.3
2874,31097,Johnson County,NE,49.3
2875,42019,Butler County,PA,57.5
2876,51007,Amelia County,VA,33.6
2877,22033,East Baton Rouge Parish,LA,50.2
2878,47151,Scott County,TN,32.4
2879,54051,Marshall County,WV,10.7
2880,19043,Clayton County,IA,44.4
2881,08091,Ouray County,CO,57.9
2882,37043,Clay County,NC,48.0
2883,36027,Dutchess County,NY,62.2
2884,29510,St. Louis city,MO,49.7
2885,02240,Southeast Fairbanks Census Area,AK,28.0
2886,47105,Loudon County,TN,57.7
2887,12075,Levy County,FL,42.1
2888,19063,Emmet County,IA,46.2
2889,29217,Vernon County,MO,31.7
2890,48443,Terrell County,TX,49.0
2891,48047,Brooks County,TX,55.1
2892,31035,Clay County,NE,38.1
2893,34041,Warren County,NJ,60.4
2894,40139,Texas County,OK,38.5
2895,17115,Macon County,IL,43.0
2896,72115,Quebradillas Municipio,PR,74.4
2897,36071,Orange County,NY,58.5
2898,40059,Harper County,OK,40.6
2899,42109,Snyder County,PA,41.9
2900,48161,Freestone County,TX,33.7
2901,30075,Powder River County,MT,19.6
2902,72125,San German Municipio,PR,68.9
2903,13185,Lowndes County,GA,26.8
2904,27007,Beltrami County,MN,52.0
2905,47155,Sevier County,TN,44.5
2906,56043,Washakie County,WY,36.9
2907,41047,Marion County,OR,56.5
2908,40067,Jefferson County,OK,37.8
2909,23019,Penobscot County,ME,63.6
2910,04017,Navajo County,AZ,62.1
2911,50021,Rutland County,VT,62.0
2912,19009,Audubon County,IA,54.1
2913,39135,Preble County,OH,38.6
2914,20081,Haskell County,KS,34.5
2915,37185,Warren County,NC,49.2
2916,08033,Dolores County,CO,37.3
2917,21031,Butler County,KY,42.2
2918,37007,Anson County,NC,40.7
2919,48177,Gonzales County,TX,44.9
2920,51161,Roanoke County,VA,47.7
2921,17079,Jasper County,IL,31.6
2923,48505,Zapata County,TX,55.7
2924,21055,Crittenden County,KY,37.0
2925,28087,Lowndes County,MS,45.4
2926,19099,Jasper County,IA,53.0
2927,40015,Caddo County,OK,56.9
2929,13045,Carroll County,GA,23.1
2930,51620,Franklin city,VA,36.6
2931,21215,Spencer County,KY,29.4
2932,35035,Otero County,NM,51.8
2933,47005,Benton County,TN,39.6
2934,09015,Windham County,CT,57.6
2935,13253,Seminole County,GA,18.0
2936,21029,Bullitt County,KY,44.8
2937,13297,Walton County,GA,23.2
2938,40107,Okfuskee County,OK,41.5
2939,51131,Northampton County,VA,64.9
2940,48093,Comanche County,TX,41.1
2941,35053,Socorro County,NM,60.9
2942,48129,Donley County,TX,30.4
2943,44009,Washington County,RI,70.6
2944,17147,Piatt County,IL,48.8
2945,13097,Douglas County,GA,28.7
2946,54013,Calhoun County,WV,12.5
2947,34007,Camden County,NJ,59.5
2948,31045,Dawes County,NE,34.2
2949,13321,Worth County,GA,17.3
2950,04001,Apache County,AZ,73.7
2951,05067,Jackson County,AR,34.1
2952,01037,Coosa County,AL,35.9
2953,09009,New Haven County,CT,69.2
2954,20069,Gray County,KS,39.5
2955,29041,Chariton County,MO,34.4
2956,19085,Harrison County,IA,47.1
2957,28061,Jasper County,MS,44.1
2958,19197,Wright County,IA,52.2
2959,30027,Fergus County,MT,41.9
2960,37021,Buncombe County,NC,58.4
2961,05109,Pike County,AR,38.5
2962,26139,Ottawa County,MI,52.4
2964,13029,Bryan County,GA,33.3
2965,72137,Toa Baja Municipio,PR,69.0
2966,30001,Beaverhead County,MT,49.4
2967,08125,Yuma County,CO,38.4
2968,51001,Accomack County,VA,64.0
2969,51049,Cumberland County,VA,34.5
2970,48277,Lamar County,TX,35.4
2971,56045,Weston County,WY,32.0
2972,29137,Monroe County,MO,40.1
2973,53039,Klickitat County,WA,43.9
2974,48091,Comal County,TX,53.1
2975,30103,Treasure County,MT,42.4
2976,06053,Monterey County,CA,60.1
2977,31127,Nemaha County,NE,45.0
2978,27005,Becker County,MN,48.7
2979,05091,Miller County,AR,27.0
2980,32021,Mineral County,NV,50.3
2981,05143,Washington County,AR,48.2
2982,46111,Sanborn County,SD,48.7
2983,48449,Titus County,TX,33.7
2984,48389,Reeves County,TX,42.0
2985,16065,Madison County,ID,43.1
2986,51079,Greene County,VA,44.7
2987,05119,Pulaski County,AR,51.0
2988,39109,Miami County,OH,42.6
2989,48503,Young County,TX,37.1
2990,72047,Corozal Municipio,PR,69.5
2991,47009,Blount County,TN,46.8
2992,17027,Clinton County,IL,46.2
2993,02110,Juneau City and Borough,AK,66.2
2994,45059,Laurens County,SC,34.6
2995,31183,Wheeler County,NE,28.2
2996,18179,Wells County,IN,38.5
